60.001,60.024,59.975,60.001,0.013736,0.006,0.16949,1
59.997,60.018,59.983,59.998,0.0086322,0.0045833,0.22034,1
60.006,60.02,59.993,60.006,0.0067792,0.0040769,0.23729,1
59.992,60.027,59.975,59.996,0.014083,0.005,0.18644,1
60,60.02,59.989,60.002,0.0082428,0.0048182,0.20339,1
60.003,60.024,59.979,60.002,0.013467,0.0035714,0.25424,1
59.988,60.016,59.968,59.988,0.013416,0.0053333,0.16949,1
60.011,60.033,59.965,60.005,0.021941,0.0049091,0.20339,1
59.993,60.016,59.975,59.994,0.010936,0.0044545,0.20339,1
59.995,60.02,59.972,59.998,0.01258,0.0053333,0.16949,1
50.658,50.674,49.698,50.566,0.23977,0.0032308,0.23729,2
50.614,50.693,50.582,50.623,0.027735,0.0057778,0.16949,2
50.717,50.824,50.571,50.717,0.067295,0.004,0.23729,2
50.653,50.746,50.597,50.66,0.042576,0.005625,0.15254,2
50.627,50.734,50.538,50.63,0.045064,0.0052,0.18644,2
50.6,50.725,50.094,50.474,0.22304,0.0055556,0.16949,2
50.748,50.788,50.718,50.747,0.014188,0.0046667,0.22034,2
50.756,50.881,50.666,50.751,0.062854,0.0034375,0.28814,2
50.681,50.748,50.662,50.687,0.020168,0.0035714,0.25424,2
50.492,50.667,50.346,50.499,0.08541,0.01,0.10169,2
60.007,60.031,59.964,60.002,0.019234,0.006875,0.15254,3
60.01,60.03,59.992,60.01,0.011213,0.0054,0.18644,3
60.001,60.036,59.984,60.005,0.013617,0.0045,0.22034,3
60.011,60.027,59.988,60.011,0.0077233,0.0051,0.18644,3
60.011,60.04,59.992,60.014,0.014677,0.0057778,0.16949,3
59.994,60.031,59.975,59.996,0.010808,0.0046364,0.20339,3
60.017,60.034,59.991,60.014,0.012852,0.0036,0.27119,3
60,60.027,59.971,60,0.01519,0.0043333,0.22034,3
59.999,60.013,59.979,59.998,0.0092133,0.0045,0.22034,3
59.991,60.026,59.971,59.993,0.016403,0.0054,0.18644,3
59.999,60.017,59.973,59.995,0.011342,0.006,0.16949,3
49.982,50.013,49.288,49.972,0.091585,0.0032353,0.30508,4
50.027,50.046,50.003,50.027,0.010741,0.0035,0.28814,4
49.999,50.059,49.949,50.008,0.03676,0.0045,0.22034,4
49.995,50.015,49.968,49.995,0.010021,0.0049091,0.20339,4
49.984,50.02,49.961,49.99,0.017401,0.0040769,0.23729,4
49.996,50.013,49.971,49.995,0.011054,0.0041538,0.23729,4
49.992,50.017,49.968,49.995,0.012276,0.0052,0.18644,4
49.981,49.995,49.969,49.981,0.0056303,0.0041818,0.20339,4
49.985,49.997,49.967,49.984,0.0078565,0.0057778,0.16949,4
49.98,49.993,49.969,49.981,0.0063412,0.0045833,0.22034,4
49.988,50.01,49.969,49.988,0.011193,0.0053,0.18644,4
49.987,50.373,49.945,49.998,0.053574,0.0028889,0.32203,5
50.018,50.033,49.985,50.017,0.0084388,0.003,0.30508,5
50.033,50.044,50.015,50.031,0.0067482,0.0032353,0.30508,5
49.968,50.02,49.953,49.976,0.019089,0.0040769,0.23729,5
49.998,50.023,49.973,49.997,0.013514,0.0032,0.27119,5
50.032,50.04,50.019,50.031,0.0058812,0.0036429,0.25424,5
50.048,50.066,50.036,50.05,0.0084409,0.0029412,0.30508,5
50.054,50.067,50.016,50.049,0.015119,0.0028947,0.33898,5
49.994,50.029,49.97,49.998,0.020938,0.0026667,0.37288,5
49.986,50.014,49.971,49.988,0.0096878,0.002619,0.37288,5
49.983,50.017,49.969,49.985,0.0096436,0.0031176,0.30508,5
59.966,60.82,59.022,59.884,0.50339,0.003,0.32203,6
49.999,50.018,49.981,50,0.0091278,0.0044167,0.22034,6
50.003,50.02,49.98,50.002,0.0093003,0.0048,0.18644,6
50.006,50.023,49.978,50.006,0.0102,0.0044167,0.22034,6
49.993,50.015,49.971,49.994,0.0098963,0.0065,0.15254,6
49.994,50.018,49.975,49.993,0.011292,0.0043636,0.20339,6
49.99,50.004,49.963,49.989,0.0098136,0.0047,0.18644,6
49.974,50.037,49.94,49.981,0.030264,0.0045833,0.22034,6
50.005,50.033,49.974,50.004,0.014268,0.0045,0.18644,6
49.995,50.014,49.971,49.995,0.0080768,0.0045833,0.22034,7
49.991,50.053,49.887,49.983,0.042832,0.0037857,0.25424,7
49.932,49.965,49.898,49.931,0.01452,0.0039167,0.22034,7
49.913,49.976,49.854,49.91,0.028264,0.0045455,0.20339,7
50.035,50.047,49.974,50.032,0.015406,0.0053,0.18644,7
50.01,50.051,49.98,50.015,0.021154,0.0044167,0.22034,7
50.003,50.079,49.851,49.995,0.056865,0.0036154,0.23729,7
49.956,50.076,49.853,49.959,0.069105,0.0075714,0.13559,7
49.986,50.111,49.898,49.995,0.054639,0.0058889,0.16949,7
49.996,50.026,49.953,49.993,0.017915,0.0056667,0.16949,7
50.011,50.09,49.991,50.025,0.030569,0.0039286,0.25424,7
50.011,50.049,49.901,49.991,0.045698,0.0047273,0.20339,8
50.199,50.265,50.125,50.2,0.038922,0.0074286,0.13559,8
50.158,50.224,50.069,50.157,0.039367,0.005,0.15254,8
50.057,50.125,49.979,50.056,0.038169,0.0065,0.11864,8
50.053,50.194,49.956,50.073,0.078449,0.0055,0.18644,8
50.077,50.153,49.968,50.062,0.053691,0.0078571,0.13559,8
50.021,50.096,49.956,50.023,0.034492,0.0048182,0.20339,8
50.093,50.153,49.996,50.08,0.050929,0.0052,0.18644,8
49.918,50.003,49.894,49.926,0.026053,0.00625,0.15254,8
49.8,49.96,49.751,49.828,0.058301,0.014667,0.067797,8
50.059,50.28,49.934,50.063,0.11486,0.0072857,0.13559,8
49.962,50.383,49.775,49.987,0.11908,0.0032353,0.30508,9
59.976,60.001,59.952,59.977,0.01287,0.0041538,0.23729,9
59.999,60.013,59.97,59.995,0.01151,0.00625,0.15254,9
60.014,60.042,59.974,60.009,0.019386,0.0038571,0.25424,9
60.002,60.019,59.983,60.002,0.0083208,0.0044545,0.20339,9
59.999,60.014,59.973,59.997,0.009268,0.0050909,0.20339,9
59.992,60.023,59.974,59.994,0.01036,0.005,0.20339,9
60.001,60.019,59.982,60.002,0.0091528,0.007,0.13559,9
60.001,60.013,59.976,59.999,0.0077379,0.0056667,0.16949,9
59.983,60.003,59.972,59.984,0.0077029,0.0048182,0.20339,9
60.003,60.015,59.981,60.002,0.0090606,0.0056667,0.16949,9
59.998,60.017,59.976,59.997,0.01119,0.0036,0.27119,9
