60.002,60.027,59.969,59.999,0.016199,0.0039286,0.25424,-0.99152,0.0086101,1
60.008,60.025,59.989,60.007,0.0094504,0.0037857,0.25424,-0.99145,0.0085376,1
59.995,60.029,59.979,59.998,0.01418,0.00425,0.22034,-0.99138,0.0084801,1
60.007,60.023,59.979,60.003,0.013584,0.0051,0.18644,-0.99115,0.0082489,1
59.994,60.024,59.978,59.999,0.014019,0.0048,0.18644,-0.99153,0.0086283,1
60.007,60.028,59.971,60.004,0.01465,0.0044167,0.22034,-0.99144,0.0085412,1
60.004,60.023,59.977,60.003,0.011565,0.0032857,0.25424,-0.99135,0.0084501,1
60.006,60.025,59.975,60.004,0.012471,0.006,0.15254,-0.99151,0.008607,1
60.005,60.023,59.978,60.002,0.013179,0.0049,0.18644,-0.99146,0.0085632,1
59.977,60.016,59.96,59.981,0.013626,0.0043333,0.22034,-0.99144,0.0085364,1
50.615,50.692,50.552,50.622,0.042671,0.0053,0.18644,-0.99144,0.0084895,2
50.713,50.746,50.644,50.701,0.03027,0.0056667,0.16949,-0.99142,0.0084951,2
50.555,50.76,49.147,50.161,0.6273,0.0094,0.10169,-0.99127,0.0082237,2
50.692,50.874,49.342,50.616,0.34216,0.0056,0.10169,-0.99254,0.0091822,2
50.643,50.674,49.56,50.416,0.38959,0.0047,0.18644,-0.98974,0.0068361,2
50.554,50.576,50.493,50.543,0.02584,0.0037143,0.25424,-0.99131,0.0084067,2
50.543,50.576,50.332,50.489,0.085061,0.0039091,0.20339,-0.99047,0.0075674,2
49.743,50.617,49.346,49.805,0.34651,0.0115,0.084746,-0.99145,0.0086604,2
50.22,50.63,49.369,50.074,0.44345,0.008,0.10169,-0.99099,0.0080281,2
50.686,50.748,50.663,50.689,0.020402,0.0045455,0.20339,-0.99157,0.0086709,2
60.016,60.034,59.964,60.007,0.023429,0.0049,0.18644,-0.9915,0.0085955,3
59.994,60.023,59.964,59.993,0.018475,0.006375,0.15254,-0.99145,0.0085453,3
59.989,60.008,59.966,59.988,0.012436,0.0041538,0.23729,-0.99146,0.0085587,3
60.002,60.015,59.989,60.001,0.0066491,0.006875,0.15254,-0.99147,0.0085705,3
60.002,60.015,59.992,60.003,0.0050603,0.0044167,0.22034,-0.99149,0.0085808,3
60.003,60.012,59.986,60.002,0.0064021,0.0041538,0.23729,-0.99147,0.0085633,3
59.998,60.025,59.977,59.998,0.013278,0.00975,0.084746,-0.99143,0.0085325,3
59.993,60.008,59.981,59.993,0.0056274,0.0056667,0.16949,-0.99144,0.0085283,3
59.999,60.02,59.971,59.998,0.013382,0.0065714,0.13559,-0.99145,0.0085462,3
59.996,60.008,59.966,59.992,0.012387,0.0044167,0.22034,-0.99137,0.0084658,3
59.999,60.028,59.973,60,0.01501,0.0061111,0.16949,-0.99149,0.008594,3
49.979,50.034,49.963,49.986,0.016227,0.0036667,0.27119,-0.99159,0.0086979,4
50.024,50.053,49.973,50.02,0.023348,0.0048182,0.20339,-0.99158,0.0086664,4
49.978,49.994,49.965,49.978,0.0060886,0.0034667,0.27119,-0.99144,0.0085314,4
49.962,49.977,49.95,49.962,0.0055134,0.0037143,0.25424,-0.99137,0.0084693,4
50.015,50.031,49.972,50.012,0.014692,0.0037333,0.27119,-0.99159,0.0086774,4
49.961,50.013,49.941,49.976,0.025617,0.0040769,0.23729,-0.99148,0.0085782,4
49.977,49.998,49.942,49.977,0.013315,0.0039231,0.23729,-0.99142,0.0085047,4
50,50.021,49.979,50.001,0.011391,0.0049091,0.20339,-0.99143,0.0085256,4
50.011,50.02,49.991,50.009,0.0075155,0.0045833,0.22034,-0.99147,0.0085708,4
50.004,50.033,49.984,50.008,0.013195,0.0050909,0.20339,-0.99164,0.0087352,4
50.003,50.017,49.99,50.003,0.0059766,0.0049091,0.20339,-0.99144,0.0085386,4
49.993,50.195,49.974,49.997,0.027744,0.0031765,0.30508,-0.99152,0.0086081,5
49.966,49.977,49.946,49.964,0.0085509,0.0033333,0.27119,-0.99142,0.0085096,5
49.986,50.037,49.969,49.994,0.022554,0.0031875,0.28814,-0.9914,0.0085,5
50.029,50.042,50.01,50.027,0.0088774,0.0031765,0.30508,-0.99142,0.0085146,5
50.037,50.047,50.015,50.035,0.0083277,0.0034375,0.28814,-0.9915,0.0085843,5
49.979,50.033,49.969,49.992,0.021366,0.0028421,0.33898,-0.99145,0.0085511,5
49.977,50.001,49.969,49.978,0.0059619,0.0035333,0.27119,-0.99159,0.0086878,5
